id,streetName,buildingNumber,city,zipcode,country,countyCode,latitude,longitude
3511,Twila Trace,94699,New Vickyburgh,05663,Bahrain,SI,-22.926466,-32.703211
3512,Kessler Park,4154,Port Ivory,16897-8509,Myanmar,NF,25.266956,84.907109
3513,Witting Ford,8769,East Alvabury,87567,New Caledonia,ES,30.784459,129.792529
3514,Reinger Turnpike,282,Katherynview,60015-8078,Heard Island and McDonald Islands,BO,70.311578,-21.204809
3515,Reanna Forks,7146,Elbertmouth,12672,Macedonia,HK,19.567883,-81.066778
3516,Christiansen Rapids,3571,Beahanfort,72023,Burundi,KG,86.958356,28.696869
3517,Satterfield Viaduct,635,New Todhaven,05505-5285,Tonga,IM,-17.326630,-109.163827
3518,Neoma Branch,278,Jalynside,01907-9342,South Africa,KE,-16.377005,-30.737774
3519,Balistreri Gateway,4732,South Yoshikoside,88133-9661,French Polynesia,TO,-24.045936,114.555879
3520,Beer Fields,544,Christianberg,95711,Armenia,IL,-72.410978,-157.398054
3521,Gutmann Lodge,681,Katrinafurt,40365-3712,Austria,KE,-68.923906,-18.510053
3522,Kaleigh Forges,92243,Robertschester,34061,Ukraine,TN,-30.863060,15.066078
3523,Ritchie Ferry,776,Hammesport,71299,Guyana,CZ,42.314432,-133.435815
3524,Gerhard Mountain,737,South Eveline,15089-1784,Tunisia,AR,60.245420,124.433034
3525,Schaefer Via,98871,South Jerad,28523-2821,Netherlands,AX,-49.318004,-26.099683
3526,Monahan Via,889,Lake Earnestinemouth,09838,Equatorial Guinea,GA,-6.487792,140.292719
3527,Ruthe Turnpike,3256,Port Frankie,01619,British Indian Ocean Territory (Chagos Archipelago),JP,-7.569554,-40.598270
3528,Heller Ville,40274,South Betsyton,02914-9916,Fiji,BL,-33.634232,85.578045
3529,Lily Ridge,148,West Frederickton,27605,Ecuador,PE,-30.322413,-162.062879
3530,Wehner Junction,9306,Port Lucious,66422,France,BL,41.060185,176.654465
3531,Swaniawski Greens,53997,Nataliaport,90293,France,ID,-54.051830,122.649409
3532,Laila Lights,5964,West Madyson,22112,Nepal,LB,14.768923,-12.048629
3533,Viva Bypass,81016,Lake Emilianohaven,72887,Heard Island and McDonald Islands,TL,44.700057,-155.795643
3534,Anderson Meadows,854,Helgahaven,26603,Niger,EH,-86.913427,12.268301
3535,Kavon Pine,7248,Port Darrellmouth,98464,Palau,HU,62.043426,-22.703363
3536,Angus Corners,32574,East Franciscaland,05808-3097,Finland,MW,40.825273,89.598031
3537,Elda Union,9350,West Stacyton,62103,Hong Kong,PN,34.657169,166.423872
3538,Kemmer Shoal,37402,Gorczanyview,36538-4017,Thailand,MU,-2.367788,-178.602441
3539,Humberto Roads,3500,South Otilia,88868-8195,Mozambique,AG,83.108093,109.268192
3540,McDermott Square,37180,West Brenna,20139-4387,Ethiopia,GT,85.593567,-49.207957
3541,Hester Hollow,3867,Lake Martineport,41662,Panama,BY,-65.871091,-89.314616
3542,Sandy Lane,8416,Tiffanyville,05265,Trinidad and Tobago,MA,88.547636,65.271382
3543,Dasia Mission,7737,East Ethastad,00254-1560,Moldova,MR,5.380336,48.163317
3544,Madelyn Mount,46483,Marisachester,99908,Morocco,LR,30.581644,25.536930
3545,Jacobi Glens,43854,Port Cadeborough,14741,British Virgin Islands,YE,-51.799521,1.492872
3546,Farrell Centers,5977,New Leone,08241-5436,Germany,RW,30.704584,-68.405736
3547,Danika Mission,70485,Walkertown,38684,Gambia,GG,-60.127180,37.836211
3548,Xzavier Views,360,West John,50215-1098,United Kingdom,GA,-50.489724,73.471208
3549,Friesen Run,506,Lake Alyshaview,92359,Saint Vincent and the Grenadines,SY,-37.198974,-173.458538
3550,Eryn Bypass,31072,Shyanneside,19064-8459,Mexico,RE,-18.924521,-100.057639
3551,Klocko Ridge,863,Terrychester,89481,Dominican Republic,GQ,22.920945,-37.797197
3552,Damian Spring,1009,South Estevan,89465-7264,Bolivia,GH,15.495520,-104.149553
3553,Jaskolski Groves,924,West Machaven,28656-0068,Nicaragua,KZ,28.517539,-95.437926
3554,Peter Island,852,Alberthachester,44033-8700,Mali,PE,-74.007692,-20.722184
3555,Rice Forge,15869,Sylvesterside,70939,Korea,PR,13.969344,-140.803990
3556,McDermott Turnpike,647,Roobborough,77195,Rwanda,SY,-29.182426,-177.551262
3557,Mauricio Fort,3035,East Triston,14508,Marshall Islands,YE,15.980911,-45.712819
3558,Cole Falls,6130,New Antonina,92639,Saint Martin,AS,-26.656342,-55.458597
3559,Dedric Lodge,4111,Desmondview,14223,Montserrat,IO,-26.582875,47.139944
3560,Leora Crossing,773,Belleborough,54962-8941,Mali,GT,1.664541,-141.824453
3561,Crooks Garden,826,Wilmerstad,70054-8100,Lesotho,GT,-81.793843,66.494247
3562,Dario Vista,7534,Hallehaven,26506-1504,Equatorial Guinea,TD,11.907976,-25.895065
3563,Turner Camp,3560,South Kylerbury,49965,Bhutan,MG,85.358348,148.144763
3564,Connelly Views,156,West Daphneechester,39407,Liberia,GH,76.406420,120.396776
3565,Abbigail Crossroad,1329,Port Hassietown,87131,Lesotho,TL,68.775848,158.275661
3566,Gerda Course,3757,Thadmouth,42300,Palau,DZ,-12.503086,-36.644512
3567,Gunner Dale,8213,Maximeborough,71730,Andorra,IT,1.963121,33.891524
3568,Terry Orchard,14234,Nikolasland,66546,Korea,KG,31.859272,74.783300
3569,Janice Crescent,40273,Schmittview,61144,Denmark,HN,-63.640321,176.670852
3570,Walker Springs,4231,West Adrain,34155,Lesotho,BW,-49.431482,-62.961008
3571,Moore Road,645,Lake Zoeyhaven,29847-0782,Liechtenstein,VN,-82.670565,89.847519
3572,Arnulfo Grove,18133,West Orenstad,63427,Jamaica,JO,72.298511,128.272922
3573,Crona Gardens,245,Bergebury,83912-8932,Timor-Leste,IQ,-42.352639,44.071335
3574,Moen Flat,80674,Port Harmonyton,91322,Honduras,GH,-17.122571,101.441061
3575,Luisa Freeway,737,Ankundingview,59349-6140,British Indian Ocean Territory (Chagos Archipelago),YE,-26.906309,-132.592034
3576,Kulas Street,527,Schillerfurt,64284,French Guiana,IQ,-51.938920,14.682750
3577,Kaden Orchard,551,South Adamouth,95544,Somalia,SS,79.355970,164.267218
3578,Padberg Highway,74833,Jaycemouth,62516-4074,Angola,RE,88.403528,165.099259
3579,Lynch Run,3023,Pourosview,69401,Algeria,MW,50.850589,-77.757777
3580,D'Amore Forge,2035,Jedidiahtown,67897,Guernsey,SK,-56.817088,15.739873
3581,Willms Plains,53277,Stoltenbergshire,82032,Egypt,US,-25.735202,23.639683
3582,D'Amore Villages,635,Deckowfort,20480-2910,Trinidad and Tobago,DM,20.025660,166.031846
3583,Stephanie Shores,342,West Britneyfurt,29589,Uzbekistan,KY,-51.085659,-141.719023
3584,Noemie Summit,45315,South Hughbury,25068,Ethiopia,GR,-58.603926,-80.712702
3585,Damien Pike,10146,North Consuelofort,72616,Malta,MS,-7.285610,148.608549
3586,Tillman Brooks,73050,Shayleeberg,84511-1839,Belgium,SE,29.620497,38.442686
3587,Donnelly Roads,1538,New Reyna,74015-5750,Zambia,JE,52.794871,-38.470380
3588,Lehner Expressway,9165,Shieldsbury,60391-2273,Hong Kong,ER,-6.790971,-32.623117
3589,Erwin Squares,24318,South Kaydenshire,57148,Samoa,SG,-70.514664,-37.651176
3590,Karli Isle,3172,East Mervinton,71374-7391,Uruguay,TM,-17.690898,65.873151
3591,Reinger Center,5912,Leolachester,74405-3842,Jersey,KW,-38.886492,144.901533
3592,Maximillia Road,56125,New Eleanore,65937,Reunion,AL,-5.251950,31.467478
3593,DuBuque Loaf,94103,South Kaya,27075-6362,Guyana,IM,67.256131,-52.786301
3594,Marjorie Mountains,8099,South Rociostad,19206-3068,Ecuador,GD,36.183913,-122.963589
3595,Jose Grove,971,East Kadin,35461,Romania,FI,-79.330085,-68.965761
3596,Elvie Summit,46600,Gusikowskiberg,88211-3673,Dominica,CZ,-30.039261,36.262612
3597,Rolando Lock,6300,West Celialand,10146,Moldova,PK,-59.603539,-100.084448
3598,Hartmann Falls,32895,Port Macimouth,22127-9736,Swaziland,MH,-20.322713,127.232925
3599,Wiegand Centers,7864,East Eltonland,52266-6043,Tanzania,DK,6.798986,-54.014000
3600,Sibyl Divide,5123,East Adeline,43160,Tonga,DE,-52.019346,-122.044467
3601,Fidel Roads,6460,Handburgh,69933-1232,Swaziland,KE,-73.161413,-44.725857
3602,Olson Views,3151,East Margarettaberg,17207-1704,Indonesia,CH,64.507522,60.751189
3603,Kunde Landing,2488,Port Samir,58626-1982,Christmas Island,HT,42.792937,-70.964317
3604,Jadon Street,461,Mohrmouth,24041,Germany,HK,17.180672,-115.431969
3605,Domenic Drives,3927,Rodmouth,37846-4530,Nigeria,BI,22.947015,127.608019
3606,Marcella Ports,605,Ellashire,74362-5888,Bolivia,CC,34.001102,68.299985
3607,Fadel Loop,552,Jonesfort,92005-6001,Jersey,FI,73.442069,-124.659967
3608,Will Tunnel,624,New Twilachester,07694,Senegal,KM,-3.893274,-77.352071
3609,Sanford Forks,79798,Felixville,93627,Nicaragua,BS,-34.185981,-22.714309
3610,Gibson Trail,100,West Imogenestad,26634,Niue,SS,53.820829,26.495443
3611,Schaefer Grove,355,Emmiefurt,72905,Poland,GE,-58.733908,-160.617888
3612,Greenholt Point,9480,Zemlakburgh,46636,Fiji,SL,41.848066,143.314701
3613,Kaylah Locks,158,Demetrisfurt,31466,Guyana,SL,39.885349,51.719523
3614,Vandervort Mall,254,Port Maci,83329,Burkina Faso,SM,19.878598,-93.431038
3615,Koepp Shoals,90740,Kreigerfort,43706,Senegal,MH,-77.096601,-30.438698
3616,Stoltenberg Mall,612,Lebsackstad,10538,Mali,JM,66.229016,87.109564
3617,Jamison Cliffs,477,Kassulkeburgh,07280,Tuvalu,PK,32.682896,26.779307
3618,Nienow Drives,417,Port Nicolettestad,08940-3223,Latvia,SD,76.986923,-94.524599
3619,Lynch Glen,29149,New Alysa,70071-5991,Djibouti,GA,-67.268176,19.536498
3620,Assunta Mission,420,Fayville,53302,Paraguay,AE,-74.291889,-19.873329
3621,Considine Stream,13207,Kaileeberg,18823-4090,Mauritius,TM,-17.681276,31.669909
3622,Ritchie Manor,933,West Bridget,68240,Algeria,MK,-62.911273,-64.999318
3623,Hegmann Turnpike,3288,Terrymouth,30709,Namibia,QA,65.346897,139.309586
3624,Rahsaan Via,172,West Marcelino,53521,Christmas Island,PS,-56.493578,131.483338
3625,Ziemann Plains,2130,New Harrison,04470-5189,Austria,SA,-81.339937,-8.956734
3626,Zieme Rapid,15208,South Rhoda,84400,Ecuador,GY,39.689084,-156.282190
3627,Hegmann Cliffs,620,Lake Juleschester,10339-3651,Papua New Guinea,SY,2.379735,16.895955
3628,Collins Estates,6062,Doyleton,37268-7783,Morocco,TM,36.969551,-136.449162
3629,Mariah Walk,8876,Sauerstad,60875,Georgia,EE,-79.534592,59.681847
3630,Donny Ford,110,South Tamara,47772,Morocco,FR,-7.335539,146.668504
3631,Reynolds Ports,5832,Lake Emmett,67090-6067,Macedonia,AG,71.575711,-115.595404
3632,Maurine Bridge,99193,Krystalport,18938,Jamaica,JE,-62.235979,161.724771
3633,Ike Canyon,29691,Bruenshire,06946,Bahrain,AD,-0.306504,-63.157512
3634,Connelly Dale,35555,North Katelynnside,45714,Chile,FJ,55.436909,-122.609660
3635,Oleta Course,783,Nikolausstad,42857,Togo,RU,-82.885904,152.674577
3636,Jaskolski Brooks,5005,Frederikmouth,66468-1609,Somalia,PG,46.279769,-10.190811
3637,Domenic Circles,9174,Lueilwitzland,17413,Eritrea,ES,-60.359820,-76.928615
3638,Nya Burgs,7196,Hintzberg,30727-0888,Malaysia,PY,71.946871,171.119916
3639,Hartmann Trace,2160,Lake Donavon,76024,Poland,SX,59.610028,100.211283
3640,Fisher Fields,381,Port Derekhaven,40130,Chad,PK,-55.732576,-178.488887
3641,Osbaldo Junctions,82328,Harveymouth,63156-9002,South Georgia and the South Sandwich Islands,IM,47.667566,-49.243153
3642,Marjory Turnpike,38639,Dannieburgh,20563-1213,Guinea,KR,-29.276391,5.876600
3643,Angus Port,5499,Port Cathrinechester,36037,Uzbekistan,EE,-65.220448,-39.603655
3644,Maxime Estates,571,Ashleeburgh,73604,Lesotho,NZ,71.557960,-37.727470
3645,Oren Lakes,2342,Bridgetteside,78191-5105,Iceland,TM,75.363065,7.824779
3646,Goyette Streets,8097,Destineetown,77749-1034,Iran,QA,-10.472428,54.777552
3647,Swift Courts,273,Port Kristy,91943-8337,Peru,SN,83.368055,98.513510
3648,Miracle Spurs,30755,Schillerport,92125,Uganda,AL,-21.447652,-152.951702
3649,Andreane Island,3954,North Winonaton,03533-1266,Cocos (Keeling) Islands,JE,24.086465,96.745165
3650,Neha Springs,178,Willyside,67641,Botswana,UZ,-64.400299,108.317634
3651,Morgan Shores,147,South Carli,95660,Niue,IO,64.655719,47.082753
3652,Alda Light,692,West Leeshire,52115,Belize,VN,69.496340,-173.849237
3653,Homenick Squares,82294,Port Leon,34731-7823,Morocco,MC,76.128758,45.111564
3654,Lebsack Falls,9082,Lake Paulachester,17619,Peru,YT,16.139655,177.195963
3655,Wiegand Freeway,72100,Shieldsbury,37789,Saint Barthelemy,PH,13.006703,15.561878
3656,Dibbert Inlet,619,North Rociomouth,24420,Greenland,CL,31.050353,-107.584581
3657,Moen Terrace,68350,East Cathrine,60486-9464,Benin,EH,23.086854,-94.932583
3658,Wolf Orchard,9498,Abigaleland,27458,Samoa,EH,50.702452,16.928041
3659,Amanda Squares,1994,East Heath,55938,Montserrat,UZ,-2.290258,43.566552
3660,Vernie Brook,314,Littelland,04491,Uzbekistan,KW,-74.325906,50.728797
3661,Dooley Locks,68124,Alleneland,69034,Saint Helena,MN,-62.204981,71.400856
3662,Haag Mills,5338,Delphiaville,97544,Kenya,JM,42.072110,-48.878622
3663,Hyatt Track,36599,Sarahview,03312,Monaco,BD,-54.209050,-96.834024
3664,Gulgowski Path,51104,Ondrickaberg,15014,Indonesia,GW,48.816690,-149.491454
3665,Bergnaum Radial,7973,Russelfort,18011-2700,Aruba,TO,85.590982,14.175072
3666,Marcelino Shore,2398,Treutelborough,12022,British Virgin Islands,BZ,21.600701,-90.083648
3667,Jacobson Lane,65631,Dibbertview,50252,Pitcairn Islands,UM,-0.819375,21.475667
3668,Marisa Crossing,50687,Lake Faustinomouth,59347,Brazil,SK,79.123405,105.856602
3669,Lee Cliffs,867,Maceyview,79836-8722,Greece,LU,10.965634,-36.771622
3670,Wolf Walks,829,Port Tyrashire,60746,Comoros,YE,-23.297057,122.596445
3671,Ceasar Causeway,787,Lake Gunnerburgh,91764,South Georgia and the South Sandwich Islands,CO,-71.940483,-90.453029
3672,Treutel Tunnel,4066,Darrellchester,93457,Burkina Faso,CV,-34.536003,-89.448334
3673,Denis Brook,4237,Boehmfurt,21603,Spain,AO,15.268860,-150.889351
3674,Damaris Mountains,9912,Stoltenbergshire,16843-5446,Chile,EE,41.011332,-107.578005
3675,Shane Landing,4387,Lake Dan,80782,Grenada,CK,41.376870,9.200958
3676,Floyd Club,34286,South Meaganland,65391-1539,Rwanda,RS,42.884096,-31.084443
3677,Opal Forge,1974,Lake Libby,86185-0903,Poland,CY,16.201023,110.318397
3678,Giovanni Inlet,222,Scarlettview,25474,Svalbard & Jan Mayen Islands,PM,-69.724018,-133.462510
3679,Feeney Rapid,70428,Klingfort,43528,Nauru,EE,-45.607496,-104.855063
3680,Ada Creek,41112,Elysefurt,83722,Bosnia and Herzegovina,KW,71.631099,110.253354
3681,Okuneva Passage,3101,Eichmannmouth,15356,Cyprus,CG,-23.156719,-57.549527
3682,Langosh Street,24536,Stromanland,96252,Liechtenstein,DE,59.941028,-77.646137
3683,Jennie Plaza,150,Katrinemouth,06112,Morocco,SC,13.798001,-8.846615
3684,Aimee Oval,582,Belleport,29371,Burkina Faso,KH,72.563712,90.958689
3685,John Plains,36813,East Scarlett,29834,Burkina Faso,LY,86.316094,150.877816
3686,Macy Plaza,56926,Merritthaven,87949,Macao,VU,11.681841,85.276968
3687,Hessel Stravenue,76420,Bashirianchester,79530,Saint Pierre and Miquelon,ST,60.119853,52.249260
3688,Wintheiser Throughway,28889,Albinville,21907-3582,Qatar,EC,-61.682112,115.237314
3689,Christina Cliff,34171,McCluremouth,00484,Cayman Islands,SK,-81.226677,-166.082873
3690,Auer Mission,9227,Kohlerville,83885-6937,Uzbekistan,MF,-66.170908,26.764111
3691,Hegmann Bypass,64142,Keelingburgh,33162-2111,Tuvalu,NP,65.937435,-125.441526
3692,Wilbert Points,5773,Hudsonchester,37143-7609,British Indian Ocean Territory (Chagos Archipelago),ER,-48.820110,93.415785
3693,Arne Mountain,9650,North Robin,33908,Germany,TM,36.217042,139.329455
3694,Tiffany Shoal,22271,South Joshuabury,57391-9544,Cook Islands,SL,-86.485047,16.302722
3695,Effertz Passage,4884,Kylieberg,65833-5800,Guinea,BF,25.005421,-44.077133
3696,Adrian Junction,162,New Enolaville,91086,Guam,BT,-79.672543,-14.007557
3697,Walter Walk,273,South Lamar,33602,Tonga,UY,67.886882,-14.944150
3698,Milan Trace,960,Lake Haydenside,52156-7223,Holy See (Vatican City State),LK,7.769706,-148.662719
3699,Sierra Hill,7147,Elbertfort,38554-2187,Saint Lucia,AT,70.751433,-2.121690
3700,Nikolaus Centers,3251,Julienstad,84659,Gibraltar,MW,-45.877563,142.837603
3701,Cassandre Burgs,3201,Leilahaven,05929-7891,Niger,ID,-44.813932,-138.481485
3702,Gina Village,12460,North Lavinialand,63308,Qatar,NL,49.655288,3.015686
3703,Durgan Wall,54518,West Gust,29453,Montenegro,VE,-20.777376,-146.604119
3704,Hessel Estate,7429,North Gregport,88550-0870,Aruba,SC,-65.192391,-14.659243
3705,Abernathy Green,107,Tillmanmouth,33463-2247,Uzbekistan,AM,-72.408167,-60.770456
3706,Schmeler Locks,66065,South Damaris,43052,Antarctica (the territory South of 60 deg S),FO,-4.980260,177.955370
3707,Diana Stream,3713,Cortneyport,32127,Wallis and Futuna,SX,1.906367,-32.694427
3708,Vida Glens,20882,Pagacbury,53455-7604,Cape Verde,MU,27.346257,-168.346978
3709,Grayce Mews,91119,North Jettland,55055-0189,Seychelles,BJ,58.375483,129.928161
3710,Kuhic Branch,12779,Lake Shyannmouth,78226-2819,China,PM,-0.898778,25.034513
3711,Sporer Fields,174,West Helenefurt,36899,Kiribati,AL,-88.389316,93.604795
3712,Mayert Village,954,Lake Adriannashire,29542,Senegal,GA,-16.918182,-143.897008
3713,Gabriel Avenue,56908,Kariannebury,12412,Puerto Rico,TL,56.183910,47.940501
3714,Bette View,836,East Maximilian,47997,Bahamas,VU,22.208422,-70.810088
3715,Hackett Skyway,689,East Briabury,21697,Liechtenstein,UZ,-48.775225,-89.843766
3716,Beau Motorway,700,Hegmannville,08140-8525,Mozambique,MR,-89.665274,-73.656842
3717,Gorczany Prairie,30876,North Stephan,98669,Paraguay,SN,-16.604279,75.378604
3718,Nicolas Spur,8868,Dickinsonport,71940-1497,Indonesia,AQ,34.257159,179.083794
3719,Easton Place,5070,Alanmouth,00304,Finland,MP,-37.228123,-21.902615
3720,Kuvalis Falls,67903,New Joana,47279,Falkland Islands (Malvinas),TD,80.163824,75.999717
3721,Jacklyn Fields,8248,Bechtelarshire,11858-1018,Kazakhstan,LT,50.335800,169.393140
3722,Danial Loaf,1816,Kihnside,00459-9138,Turks and Caicos Islands,NO,-69.157998,104.449520
3723,Schmidt Lodge,3947,East Furmanhaven,75930-7172,Spain,PN,7.720550,129.072317
3724,Pfannerstill Lodge,846,Caylaville,55795,San Marino,TM,68.306944,86.086015
3725,Larkin Canyon,6633,Lake Leobury,76174,Saint Barthelemy,BG,-82.775545,61.361462
3726,Ursula Forge,304,Monahanside,08464,Turkmenistan,SI,-64.306006,-137.532356
3727,Koch Harbor,52969,Dickistad,50097,Turks and Caicos Islands,BM,-84.939213,-40.998260
3728,Michaela Plains,10680,Port Cecelia,20540-3985,Anguilla,TC,-10.276351,-111.016924
3729,Letitia Ports,881,Dejuanshire,62367,Tanzania,JE,-5.951796,146.434354
3730,Jazmyne Street,4308,Rosendofurt,10752,Liechtenstein,GN,-72.572991,154.773656
3731,Noemie Burg,41900,Dockview,87613-8082,Malawi,MX,-66.479329,-54.417803
3732,Pacocha Squares,7082,West Johnathonshire,10603,Eritrea,PS,-41.119913,31.764272
3733,Stephen Ranch,45721,East Nils,02908-1202,Portugal,ZM,-8.299739,112.298940
3734,Block Roads,3675,South Geovanni,95706-1230,Liechtenstein,BW,81.047250,62.020894
3735,Leuschke Passage,83936,West Willis,92416-2744,Kiribati,CC,-84.834938,-15.359244
3736,Ubaldo Estates,956,Agnesburgh,32144,Bolivia,BT,-31.830435,-94.000318
3737,Fadel Knolls,813,East Vedaport,64446-7700,Croatia,BA,20.818937,142.973846
3738,Sipes Brooks,25082,South Camyllechester,52424,Ghana,KH,36.523400,32.763761
3739,Donnie Camp,381,North Myriam,80579-2186,Canada,IO,-20.456251,-91.049313
3740,Catharine Square,9881,Paucekborough,39944,Norfolk Island,GL,76.900033,-135.228306
3741,Rempel Stravenue,96116,Port Kassandra,08233-0516,Maldives,LR,-32.648848,-120.545526
3742,Flavio Causeway,6831,Port Aletha,18670-8250,Montenegro,UA,-81.104995,2.984945
3743,Fannie Rue,62492,East Rogersfort,39202,Timor-Leste,AL,-84.794931,144.953343
3744,Eliezer Turnpike,2927,Lednerberg,87529-4723,El Salvador,VE,65.940011,92.658834
3745,Nicolas Mission,62962,South Nico,13573-1073,Netherlands,SE,-33.986027,-46.245369
3746,Cormier Island,3027,West Ida,30249-4347,Isle of Man,DE,-38.446415,50.426564
3747,Grimes Cliff,6551,New Brandi,79587-8781,Tuvalu,PK,-0.747317,-79.399825
3748,Bayer Radial,625,East Sabrina,36991,Svalbard & Jan Mayen Islands,RW,34.199023,106.596819
3749,Aimee Lodge,195,Kaelynburgh,79031-3896,Saint Pierre and Miquelon,MP,45.095257,26.754864
3750,Gus Road,75204,South Valentinchester,14996,Holy See (Vatican City State),ZA,-32.989977,60.822701
3751,Felicia Orchard,650,Rosettafort,26514,Estonia,KR,26.931196,-70.008652
3752,Ziemann Underpass,22561,East Gabe,80282-9961,Niue,HT,-40.150834,-122.735728
3753,Brionna Plains,147,South Andreanneside,22480,Madagascar,CM,-17.421236,21.848691
3754,Daniela Trace,6940,North Treva,20916-9071,Guadeloupe,AO,-17.961762,14.701189
3755,Bryce Corner,20501,Sipesbury,48925,Mauritania,PL,-58.158119,166.768022
3756,Dangelo Ridge,2428,Lake Ovafurt,96047,Fiji,KE,25.567766,-77.002343
3757,Priscilla Mountain,91135,Rickyland,84545-4721,Liechtenstein,AQ,48.998654,-94.668696
3758,Louisa Plaza,137,East Doraview,50935-6850,Poland,SD,-69.407581,34.623103
3759,Rick Mall,4856,North Destiney,36766-2946,Holy See (Vatican City State),CG,-75.008300,-105.479531
3760,Tromp Divide,186,Tremblayland,21165-8466,American Samoa,IM,-3.040481,-121.856827
3761,Quigley Locks,2102,New Jarodchester,15918-9431,Canada,PW,19.645844,80.842673
3762,Emilie Point,80761,Port Elisafurt,42780-0947,Senegal,KG,-55.336785,120.529563
